unit,s_adj,indic,geo,time,values,name
PC_ACT,NSA,LM-UN-F-LE25,SK,2015-11,28.6,Slovakia
PC_ACT,NSA,LM-UN-F-LE25,UK,2015-11,11.8,United Kingdom
PC_ACT,NSA,LM-UN-F-TOT,AT,2015-11,6,Austria
PC_ACT,NSA,LM-UN-F-TOT,BE,2015-11,8.1,Belgium
PC_ACT,NSA,LM-UN-F-TOT,BG,2015-11,7.7,Bulgaria
PC_ACT,NSA,LM-UN-F-TOT,CY,2015-11,12.3,Cyprus
PC_ACT,NSA,LM-UN-F-TOT,CZ,2015-11,5.5,Czech Republic
PC_ACT,NSA,LM-UN-F-TOT,DE,2015-11,4.5,Germany
PC_ACT,NSA,LM-UN-F-TOT,DK,2015-11,6.1,Denmark
PC_ACT,NSA,LM-UN-F-TOT,EE,2015-11,6.6,Estonia
PC_ACT,NSA,LM-UN-F-TOT,EL,2015-11,27.5,Greece
PC_ACT,NSA,LM-UN-F-TOT,ES,2015-11,22.6,Spain
PC_ACT,NSA,LM-UN-F-TOT,FI,2015-11,7.2,Finland
PC_ACT,NSA,LM-UN-F-TOT,FR,2015-11,10.2,France
PC_ACT,NSA,LM-UN-F-TOT,HR,2015-11,18,Croatia
PC_ACT,NSA,LM-UN-F-TOT,HU,2015-11,6.5,Hungary
PC_ACT,NSA,LM-UN-F-TOT,IE,2015-11,6.6,Ireland
PC_ACT,NSA,LM-UN-F-TOT,IT,2015-11,13.3,Italy
PC_ACT,NSA,LM-UN-F-TOT,LT,2015-11,8.2,Lithuania
PC_ACT,NSA,LM-UN-F-TOT,LU,2015-11,7.2,Luxembourg
PC_ACT,NSA,LM-UN-F-TOT,LV,2015-11,8.6,Latvia
PC_ACT,NSA,LM-UN-F-TOT,MT,2015-11,5.4,Malta
PC_ACT,NSA,LM-UN-F-TOT,NL,2015-11,7.2,Netherlands
PC_ACT,NSA,LM-UN-F-TOT,PL,2015-11,7.1,Poland
PC_ACT,NSA,LM-UN-F-TOT,PT,2015-11,12.5,Portugal
PC_ACT,NSA,LM-UN-F-TOT,RO,2015-11,5.8,Romania
PC_ACT,NSA,LM-UN-F-TOT,SE,2015-11,6.1,Sweden
PC_ACT,NSA,LM-UN-F-TOT,SI,2015-11,9,Slovenia
PC_ACT,NSA,LM-UN-F-TOT,SK,2015-11,12.7,Slovakia
PC_ACT,NSA,LM-UN-F-TOT,UK,2015-11,4.7,United Kingdom
PC_ACT,NSA,LM-UN-M-GT25,AT,2015-11,5.7,Austria
PC_ACT,NSA,LM-UN-M-GT25,BE,2015-11,7.6,Belgium
PC_ACT,NSA,LM-UN-M-GT25,BG,2015-11,7.2,Bulgaria
PC_ACT,NSA,LM-UN-M-GT25,CY,2015-11,12.1,Cyprus
PC_ACT,NSA,LM-UN-M-GT25,CZ,2015-11,3.1,Czech Republic
PC_ACT,NSA,LM-UN-M-GT25,DE,2015-11,4.4,Germany
PC_ACT,NSA,LM-UN-M-GT25,DK,2015-11,4.6,Denmark
PC_ACT,NSA,LM-UN-M-GT25,EE,2015-11,5.3,Estonia
PC_ACT,NSA,LM-UN-M-GT25,EL,2015-11,20.8,Greece
PC_ACT,NSA,LM-UN-M-GT25,ES,2015-11,17.6,Spain
PC_ACT,NSA,LM-UN-M-GT25,FI,2015-11,8.1,Finland
PC_ACT,NSA,LM-UN-M-GT25,FR,2015-11,9.2,France
PC_ACT,NSA,LM-UN-M-GT25,HR,2015-11,11.8,Croatia
PC_ACT,NSA,LM-UN-M-GT25,HU,2015-11,5.1,Hungary
PC_ACT,NSA,LM-UN-M-GT25,IE,2015-11,9.3,Ireland
PC_ACT,NSA,LM-UN-M-GT25,IT,2015-11,9.3,Italy
PC_ACT,NSA,LM-UN-M-GT25,LT,2015-11,9,Lithuania
PC_ACT,NSA,LM-UN-M-GT25,LU,2015-11,5,Luxembourg
PC_ACT,NSA,LM-UN-M-GT25,LV,2015-11,9.7,Latvia
PC_ACT,NSA,LM-UN-M-GT25,MT,2015-11,4.1,Malta
PC_ACT,NSA,LM-UN-M-GT25,NL,2015-11,5.3,Netherlands
PC_ACT,NSA,LM-UN-M-GT25,PL,2015-11,5.5,Poland
PC_ACT,NSA,LM-UN-M-GT25,PT,2015-11,10.6,Portugal
PC_ACT,NSA,LM-UN-M-GT25,RO,2015-11,6.2,Romania
PC_ACT,NSA,LM-UN-M-GT25,SE,2015-11,5.2,Sweden
PC_ACT,NSA,LM-UN-M-GT25,SI,2015-11,6.6,Slovenia
PC_ACT,NSA,LM-UN-M-GT25,SK,2015-11,8.1,Slovakia
PC_ACT,NSA,LM-UN-M-GT25,UK,2015-11,3.6,United Kingdom
PC_ACT,NSA,LM-UN-M-LE25,AT,2015-11,10.9,Austria
PC_ACT,NSA,LM-UN-M-LE25,BE,2015-11,27.7,Belgium
PC_ACT,NSA,LM-UN-M-LE25,BG,2015-11,21.7,Bulgaria
PC_ACT,NSA,LM-UN-M-LE25,CY,2015-11,31.8,Cyprus
PC_ACT,NSA,LM-UN-M-LE25,CZ,2015-11,8.4,Czech Republic
PC_ACT,NSA,LM-UN-M-LE25,DE,2015-11,6,Germany
PC_ACT,NSA,LM-UN-M-LE25,DK,2015-11,11,Denmark
PC_ACT,NSA,LM-UN-M-LE25,EE,2015-11,17.7,Estonia
PC_ACT,NSA,LM-UN-M-LE25,EL,2015-11,41.7,Greece
PC_ACT,NSA,LM-UN-M-LE25,ES,2015-11,45.5,Spain
PC_ACT,NSA,LM-UN-M-LE25,FI,2015-11,19.7,Finland
PC_ACT,NSA,LM-UN-M-LE25,FR,2015-11,28.1,France
PC_ACT,NSA,LM-UN-M-LE25,HR,2015-11,41.2,Croatia
PC_ACT,NSA,LM-UN-M-LE25,HU,2015-11,16.1,Hungary
PC_ACT,NSA,LM-UN-M-LE25,IE,2015-11,22.6,Ireland
PC_ACT,NSA,LM-UN-M-LE25,IT,2015-11,39.2,Italy
PC_ACT,NSA,LM-UN-M-LE25,LT,2015-11,11.6,Lithuania
PC_ACT,NSA,LM-UN-M-LE25,LU,2015-11,20.1,Luxembourg
PC_ACT,NSA,LM-UN-M-LE25,LV,2015-11,22,Latvia
PC_ACT,NSA,LM-UN-M-LE25,MT,2015-11,13.8,Malta
PC_ACT,NSA,LM-UN-M-LE25,NL,2015-11,11,Netherlands
PC_ACT,NSA,LM-UN-M-LE25,PL,2015-11,20.1,Poland
PC_ACT,NSA,LM-UN-M-LE25,PT,2015-11,32,Portugal
PC_ACT,NSA,LM-UN-M-LE25,RO,2015-11,19.6,Romania
PC_ACT,NSA,LM-UN-M-LE25,SE,2015-11,16.4,Sweden
PC_ACT,NSA,LM-UN-M-LE25,SI,2015-11,21.1,Slovenia
PC_ACT,NSA,LM-UN-M-LE25,SK,2015-11,24.1,Slovakia
PC_ACT,NSA,LM-UN-M-LE25,UK,2015-11,13.9,United Kingdom
PC_ACT,NSA,LM-UN-M-TOT,AT,2015-11,6.4,Austria
PC_ACT,NSA,LM-UN-M-TOT,BE,2015-11,9.3,Belgium
PC_ACT,NSA,LM-UN-M-TOT,BG,2015-11,8,Bulgaria
PC_ACT,NSA,LM-UN-M-TOT,CY,2015-11,13.8,Cyprus
PC_ACT,NSA,LM-UN-M-TOT,CZ,2015-11,3.5,Czech Republic
PC_ACT,NSA,LM-UN-M-TOT,DE,2015-11,4.6,Germany
PC_ACT,NSA,LM-UN-M-TOT,DK,2015-11,5.5,Denmark
PC_ACT,NSA,LM-UN-M-TOT,EE,2015-11,6.3,Estonia
PC_ACT,NSA,LM-UN-M-TOT,EL,2015-11,21.8,Greece
PC_ACT,NSA,LM-UN-M-TOT,ES,2015-11,19.4,Spain
PC_ACT,NSA,LM-UN-M-TOT,FI,2015-11,9.2,Finland
PC_ACT,NSA,LM-UN-M-TOT,FR,2015-11,11.1,France
PC_ACT,NSA,LM-UN-M-TOT,HR,2015-11,14.8,Croatia
PC_ACT,NSA,LM-UN-M-TOT,HU,2015-11,5.9,Hungary
PC_ACT,NSA,LM-UN-M-TOT,IE,2015-11,10.4,Ireland
PC_ACT,NSA,LM-UN-M-TOT,IT,2015-11,11.2,Italy
PC_ACT,NSA,LM-UN-M-TOT,LT,2015-11,9.2,Lithuania
PC_ACT,NSA,LM-UN-M-TOT,LU,2015-11,6.1,Luxembourg
PC_ACT,NSA,LM-UN-M-TOT,LV,2015-11,10.9,Latvia
PC_ACT,NSA,LM-UN-M-TOT,MT,2015-11,5.2,Malta
PC_ACT,NSA,LM-UN-M-TOT,NL,2015-11,6.2,Netherlands
PC_ACT,NSA,LM-UN-M-TOT,PL,2015-11,6.8,Poland
PC_ACT,NSA,LM-UN-M-TOT,PT,2015-11,12.2,Portugal
PC_ACT,NSA,LM-UN-M-TOT,RO,2015-11,7.3,Romania
PC_ACT,NSA,LM-UN-M-TOT,SE,2015-11,6.4,Sweden
PC_ACT,NSA,LM-UN-M-TOT,SI,2015-11,7.7,Slovenia
PC_ACT,NSA,LM-UN-M-TOT,SK,2015-11,9.5,Slovakia
PC_ACT,NSA,LM-UN-M-TOT,UK,2015-11,5,United Kingdom
PC_ACT,NSA,LM-UN-T-GT25,AT,2015-11,5.4,Austria
PC_ACT,NSA,LM-UN-T-GT25,BE,2015-11,7.2,Belgium
PC_ACT,NSA,LM-UN-T-GT25,BG,2015-11,7.1,Bulgaria
PC_ACT,NSA,LM-UN-T-GT25,CY,2015-11,11.4,Cyprus
PC_ACT,NSA,LM-UN-T-GT25,CZ,2015-11,3.9,Czech Republic
PC_ACT,NSA,LM-UN-T-GT25,DE,2015-11,4.4,Germany
PC_ACT,NSA,LM-UN-T-GT25,DK,2015-11,5,Denmark
PC_ACT,NSA,LM-UN-T-GT25,EE,2015-11,5.6,Estonia
PC_ACT,NSA,LM-UN-T-GT25,EL,2015-11,23.3,Greece
PC_ACT,NSA,LM-UN-T-GT25,ES,2015-11,19.1,Spain
PC_ACT,NSA,LM-UN-T-GT25,FI,2015-11,7.2,Finland
PC_ACT,NSA,LM-UN-T-GT25,FR,2015-11,9.1,France
PC_ACT,NSA,LM-UN-T-GT25,HR,2015-11,13.3,Croatia
PC_ACT,NSA,LM-UN-T-GT25,HU,2015-11,5.4,Hungary
PC_ACT,NSA,LM-UN-T-GT25,IE,2015-11,7.7,Ireland
PC_ACT,NSA,LM-UN-T-GT25,IT,2015-11,10,Italy
PC_ACT,NSA,LM-UN-T-GT25,LT,2015-11,8.3,Lithuania
PC_ACT,NSA,LM-UN-T-GT25,LU,2015-11,5.5,Luxembourg
PC_ACT,NSA,LM-UN-T-GT25,LV,2015-11,8.8,Latvia
PC_ACT,NSA,LM-UN-T-GT25,MT,2015-11,4.4,Malta
PC_ACT,NSA,LM-UN-T-GT25,NL,2015-11,5.8,Netherlands
PC_ACT,NSA,LM-UN-T-GT25,PL,2015-11,5.8,Poland
PC_ACT,NSA,LM-UN-T-GT25,PT,2015-11,10.8,Portugal
PC_ACT,NSA,LM-UN-T-GT25,RO,2015-11,5.5,Romania
PC_ACT,NSA,LM-UN-T-GT25,SE,2015-11,5.1,Sweden
PC_ACT,NSA,LM-UN-T-GT25,SI,2015-11,7.5,Slovenia
PC_ACT,NSA,LM-UN-T-GT25,SK,2015-11,9.7,Slovakia
PC_ACT,NSA,LM-UN-T-GT25,UK,2015-11,3.6,United Kingdom
PC_ACT,NSA,LM-UN-T-LE25,AT,2015-11,11.9,Austria
PC_ACT,NSA,LM-UN-T-LE25,BE,2015-11,25.4,Belgium
PC_ACT,NSA,LM-UN-T-LE25,BG,2015-11,23.1,Bulgaria
PC_ACT,NSA,LM-UN-T-LE25,CY,2015-11,29.5,Cyprus
PC_ACT,NSA,LM-UN-T-LE25,CZ,2015-11,10.6,Czech Republic
PC_ACT,NSA,LM-UN-T-LE25,DE,2015-11,5.9,Germany
PC_ACT,NSA,LM-UN-T-LE25,DK,2015-11,10.2,Denmark
PC_ACT,NSA,LM-UN-T-LE25,EE,2015-11,16.2,Estonia
PC_ACT,NSA,LM-UN-T-LE25,EL,2015-11,43.6,Greece
PC_ACT,NSA,LM-UN-T-LE25,ES,2015-11,46.5,Spain
PC_ACT,NSA,LM-UN-T-LE25,FI,2015-11,17.5,Finland
PC_ACT,NSA,LM-UN-T-LE25,FR,2015-11,26.1,France
PC_ACT,NSA,LM-UN-T-LE25,HR,2015-11,43.8,Croatia
PC_ACT,NSA,LM-UN-T-LE25,HU,2015-11,15.3,Hungary
PC_ACT,NSA,LM-UN-T-LE25,IE,2015-11,19,Ireland
PC_ACT,NSA,LM-UN-T-LE25,IT,2015-11,39.8,Italy
PC_ACT,NSA,LM-UN-T-LE25,LT,2015-11,13,Lithuania
PC_ACT,NSA,LM-UN-T-LE25,LU,2015-11,19.7,Luxembourg
PC_ACT,NSA,LM-UN-T-LE25,LV,2015-11,19.6,Latvia
PC_ACT,NSA,LM-UN-T-LE25,MT,2015-11,10.6,Malta
PC_ACT,NSA,LM-UN-T-LE25,NL,2015-11,11,Netherlands
PC_ACT,NSA,LM-UN-T-LE25,PL,2015-11,20.2,Poland
PC_ACT,NSA,LM-UN-T-LE25,PT,2015-11,32.8,Portugal
PC_ACT,NSA,LM-UN-T-LE25,RO,2015-11,21.8,Romania
PC_ACT,NSA,LM-UN-T-LE25,SE,2015-11,15.1,Sweden
PC_ACT,NSA,LM-UN-T-LE25,SI,2015-11,18.1,Slovenia
PC_ACT,NSA,LM-UN-T-LE25,SK,2015-11,25.8,Slovakia
PC_ACT,NSA,LM-UN-T-LE25,UK,2015-11,12.9,United Kingdom
PC_ACT,NSA,LM-UN-T-TOT,AT,2015-11,6.2,Austria
PC_ACT,NSA,LM-UN-T-TOT,BE,2015-11,8.7,Belgium
PC_ACT,NSA,LM-UN-T-TOT,BG,2015-11,7.8,Bulgaria
PC_ACT,NSA,LM-UN-T-TOT,CY,2015-11,13.1,Cyprus
PC_ACT,NSA,LM-UN-T-TOT,CZ,2015-11,4.4,Czech Republic
PC_ACT,NSA,LM-UN-T-TOT,DE,2015-11,4.5,Germany
PC_ACT,NSA,LM-UN-T-TOT,DK,2015-11,5.8,Denmark
PC_ACT,NSA,LM-UN-T-TOT,EE,2015-11,6.4,Estonia
PC_ACT,NSA,LM-UN-T-TOT,EL,2015-11,24.3,Greece
PC_ACT,NSA,LM-UN-T-TOT,ES,2015-11,20.9,Spain
PC_ACT,NSA,LM-UN-T-TOT,FI,2015-11,8.2,Finland
PC_ACT,NSA,LM-UN-T-TOT,FR,2015-11,10.7,France
PC_ACT,NSA,LM-UN-T-TOT,HR,2015-11,16.3,Croatia
PC_ACT,NSA,LM-UN-T-TOT,HU,2015-11,6.2,Hungary
PC_ACT,NSA,LM-UN-T-TOT,IE,2015-11,8.7,Ireland
PC_ACT,NSA,LM-UN-T-TOT,IT,2015-11,12.1,Italy
PC_ACT,NSA,LM-UN-T-TOT,LT,2015-11,8.7,Lithuania
PC_ACT,NSA,LM-UN-T-TOT,LU,2015-11,6.6,Luxembourg
PC_ACT,NSA,LM-UN-T-TOT,LV,2015-11,9.8,Latvia
PC_ACT,NSA,LM-UN-T-TOT,MT,2015-11,5.3,Malta
PC_ACT,NSA,LM-UN-T-TOT,NL,2015-11,6.6,Netherlands
PC_ACT,NSA,LM-UN-T-TOT,PL,2015-11,6.9,Poland
PC_ACT,NSA,LM-UN-T-TOT,PT,2015-11,12.4,Portugal
PC_ACT,NSA,LM-UN-T-TOT,RO,2015-11,6.7,Romania
PC_ACT,NSA,LM-UN-T-TOT,SE,2015-11,6.2,Sweden
PC_ACT,NSA,LM-UN-T-TOT,SI,2015-11,8.3,Slovenia
PC_ACT,NSA,LM-UN-T-TOT,SK,2015-11,11,Slovakia
PC_ACT,NSA,LM-UN-T-TOT,UK,2015-11,4.8,United Kingdom
PC_ACT,SA,LM-UN-F-GT25,AT,2015-11,4.6,Austria
PC_ACT,SA,LM-UN-F-GT25,BE,2015-11,6.9,Belgium
PC_ACT,SA,LM-UN-F-GT25,BG,2015-11,7,Bulgaria
PC_ACT,SA,LM-UN-F-GT25,CY,2015-11,11.1,Cyprus
PC_ACT,SA,LM-UN-F-GT25,CZ,2015-11,5,Czech Republic
PC_ACT,SA,LM-UN-F-GT25,DE,2015-11,4,Germany
PC_ACT,SA,LM-UN-F-GT25,DK,2015-11,5.8,Denmark
PC_ACT,SA,LM-UN-F-GT25,EE,2015-11,6.1,Estonia
PC_ACT,SA,LM-UN-F-GT25,EL,2015-11,27,Greece
PC_ACT,SA,LM-UN-F-GT25,ES,2015-11,20.8,Spain
PC_ACT,SA,LM-UN-F-GT25,FI,2015-11,7.2,Finland
PC_ACT,SA,LM-UN-F-GT25,FR,2015-11,8.5,France
PC_ACT,SA,LM-UN-F-GT25,HR,2015-11,14.7,Croatia
PC_ACT,SA,LM-UN-F-GT25,HU,2015-11,5.9,Hungary
PC_ACT,SA,LM-UN-F-GT25,IE,2015-11,6.2,Ireland
PC_ACT,SA,LM-UN-F-GT25,IT,2015-11,10.6,Italy
PC_ACT,SA,LM-UN-F-GT25,LT,2015-11,7.7,Lithuania
PC_ACT,SA,LM-UN-F-GT25,LU,2015-11,6.1,Luxembourg
PC_ACT,SA,LM-UN-F-GT25,LV,2015-11,8.1,Latvia
PC_ACT,SA,LM-UN-F-GT25,MT,2015-11,4.5,Malta
PC_ACT,SA,LM-UN-F-GT25,NL,2015-11,6.5,Netherlands
PC_ACT,SA,LM-UN-F-GT25,PL,2015-11,6.2,Poland
PC_ACT,SA,LM-UN-F-GT25,PT,2015-11,10.8,Portugal
PC_ACT,SA,LM-UN-F-GT25,RO,2015-11,4.4,Romania
PC_ACT,SA,LM-UN-F-GT25,SE,2015-11,5.2,Sweden
PC_ACT,SA,LM-UN-F-GT25,SI,2015-11,8.6,Slovenia
PC_ACT,SA,LM-UN-F-GT25,SK,2015-11,11.5,Slovakia
PC_ACT,SA,LM-UN-F-GT25,UK,2015-11,3.7,United Kingdom
PC_ACT,SA,LM-UN-F-LE25,AT,2015-11,11.3,Austria
PC_ACT,SA,LM-UN-F-LE25,BE,2015-11,22.5,Belgium
PC_ACT,SA,LM-UN-F-LE25,BG,2015-11,22,Bulgaria
PC_ACT,SA,LM-UN-F-LE25,CY,2015-11,29.3,Cyprus
PC_ACT,SA,LM-UN-F-LE25,CZ,2015-11,13.9,Czech Republic
PC_ACT,SA,LM-UN-F-LE25,DE,2015-11,6.5,Germany
PC_ACT,SA,LM-UN-F-LE25,DK,2015-11,9.5,Denmark
PC_ACT,SA,LM-UN-F-LE25,EE,2015-11,14.7,Estonia
PC_ACT,SA,LM-UN-F-LE25,EL,2015-11,54.4,Greece
PC_ACT,SA,LM-UN-F-LE25,ES,2015-11,47,Spain
PC_ACT,SA,LM-UN-F-LE25,FI,2015-11,19.2,Finland
PC_ACT,SA,LM-UN-F-LE25,FR,2015-11,22.7,France
PC_ACT,SA,LM-UN-F-LE25,HR,2015-11,44.8,Croatia
PC_ACT,SA,LM-UN-F-LE25,HU,2015-11,14.7,Hungary
PC_ACT,SA,LM-UN-F-LE25,IE,2015-11,16.4,Ireland
PC_ACT,SA,LM-UN-F-LE25,IT,2015-11,38.8,Italy
PC_ACT,SA,LM-UN-F-LE25,LT,2015-11,14.5,Lithuania
PC_ACT,SA,LM-UN-F-LE25,LU,2015-11,17.3,Luxembourg
PC_ACT,SA,LM-UN-F-LE25,LV,2015-11,16.4,Latvia
PC_ACT,SA,LM-UN-F-LE25,MT,2015-11,8.9,Malta
PC_ACT,SA,LM-UN-F-LE25,NL,2015-11,11.2,Netherlands
PC_ACT,SA,LM-UN-F-LE25,PL,2015-11,20.4,Poland
PC_ACT,SA,LM-UN-F-LE25,PT,2015-11,32.7,Portugal
PC_ACT,SA,LM-UN-F-LE25,RO,2015-11,23.2,Romania
PC_ACT,SA,LM-UN-F-LE25,SE,2015-11,16.5,Sweden
PC_ACT,SA,LM-UN-F-LE25,SI,2015-11,13.4,Slovenia
PC_ACT,SA,LM-UN-F-LE25,SK,2015-11,28.5,Slovakia
PC_ACT,SA,LM-UN-F-LE25,UK,2015-11,12.2,United Kingdom
PC_ACT,SA,LM-UN-F-TOT,AT,2015-11,5.5,Austria
PC_ACT,SA,LM-UN-F-TOT,BE,2015-11,8.1,Belgium
PC_ACT,SA,LM-UN-F-TOT,BG,2015-11,7.6,Bulgaria
PC_ACT,SA,LM-UN-F-TOT,CY,2015-11,12.8,Cyprus
PC_ACT,SA,LM-UN-F-TOT,CZ,2015-11,5.5,Czech Republic
PC_ACT,SA,LM-UN-F-TOT,DE,2015-11,4.2,Germany
PC_ACT,SA,LM-UN-F-TOT,DK,2015-11,6.4,Denmark
PC_ACT,SA,LM-UN-F-TOT,EE,2015-11,6.7,Estonia
PC_ACT,SA,LM-UN-F-TOT,EL,2015-11,28.7,Greece
PC_ACT,SA,LM-UN-F-TOT,ES,2015-11,22.5,Spain
PC_ACT,SA,LM-UN-F-TOT,FI,2015-11,8.7,Finland
PC_ACT,SA,LM-UN-F-TOT,FR,2015-11,9.7,France
PC_ACT,SA,LM-UN-F-TOT,HR,2015-11,17.3,Croatia
PC_ACT,SA,LM-UN-F-TOT,HU,2015-11,6.6,Hungary
PC_ACT,SA,LM-UN-F-TOT,IE,2015-11,7.1,Ireland
PC_ACT,SA,LM-UN-F-TOT,IT,2015-11,12.3,Italy
PC_ACT,SA,LM-UN-F-TOT,LT,2015-11,8.2,Lithuania
PC_ACT,SA,LM-UN-F-TOT,LU,2015-11,7,Luxembourg
PC_ACT,SA,LM-UN-F-TOT,LV,2015-11,8.7,Latvia
PC_ACT,SA,LM-UN-F-TOT,MT,2015-11,5.2,Malta
PC_ACT,SA,LM-UN-F-TOT,NL,2015-11,7.3,Netherlands
PC_ACT,SA,LM-UN-F-TOT,PL,2015-11,7.2,Poland
PC_ACT,SA,LM-UN-F-TOT,PT,2015-11,12.4,Portugal
PC_ACT,SA,LM-UN-F-TOT,RO,2015-11,5.6,Romania
PC_ACT,SA,LM-UN-F-TOT,SE,2015-11,6.6,Sweden
PC_ACT,SA,LM-UN-F-TOT,SI,2015-11,8.9,Slovenia
PC_ACT,SA,LM-UN-F-TOT,SK,2015-11,12.5,Slovakia
PC_ACT,SA,LM-UN-F-TOT,UK,2015-11,4.9,United Kingdom
PC_ACT,SA,LM-UN-M-GT25,AT,2015-11,5.5,Austria
PC_ACT,SA,LM-UN-M-GT25,BE,2015-11,7.7,Belgium
PC_ACT,SA,LM-UN-M-GT25,BG,2015-11,7.5,Bulgaria
PC_ACT,SA,LM-UN-M-GT25,CY,2015-11,12,Cyprus
PC_ACT,SA,LM-UN-M-GT25,CZ,2015-11,3.3,Czech Republic
PC_ACT,SA,LM-UN-M-GT25,DE,2015-11,4.4,Germany
PC_ACT,SA,LM-UN-M-GT25,DK,2015-11,4.8,Denmark
PC_ACT,SA,LM-UN-M-GT25,EE,2015-11,5.4,Estonia
PC_ACT,SA,LM-UN-M-GT25,EL,2015-11,19.9,Greece
PC_ACT,SA,LM-UN-M-GT25,ES,2015-11,17.6,Spain
PC_ACT,SA,LM-UN-M-GT25,FI,2015-11,8.1,Finland
PC_ACT,SA,LM-UN-M-GT25,FR,2015-11,8.9,France
PC_ACT,SA,LM-UN-M-GT25,HR,2015-11,12,Croatia
PC_ACT,SA,LM-UN-M-GT25,HU,2015-11,5.2,Hungary
PC_ACT,SA,LM-UN-M-GT25,IE,2015-11,9.6,Ireland
PC_ACT,SA,LM-UN-M-GT25,IT,2015-11,9.2,Italy
PC_ACT,SA,LM-UN-M-GT25,LT,2015-11,9.4,Lithuania
PC_ACT,SA,LM-UN-M-GT25,LU,2015-11,5.1,Luxembourg
PC_ACT,SA,LM-UN-M-GT25,LV,2015-11,9.9,Latvia
PC_ACT,SA,LM-UN-M-GT25,MT,2015-11,4.1,Malta
PC_ACT,SA,LM-UN-M-GT25,NL,2015-11,5.4,Netherlands
PC_ACT,SA,LM-UN-M-GT25,PL,2015-11,5.8,Poland
PC_ACT,SA,LM-UN-M-GT25,PT,2015-11,10.6,Portugal
PC_ACT,SA,LM-UN-M-GT25,RO,2015-11,6.3,Romania
PC_ACT,SA,LM-UN-M-GT25,SE,2015-11,5.5,Sweden
PC_ACT,SA,LM-UN-M-GT25,SI,2015-11,6.9,Slovenia
PC_ACT,SA,LM-UN-M-GT25,SK,2015-11,8.2,Slovakia
PC_ACT,SA,LM-UN-M-GT25,UK,2015-11,3.7,United Kingdom
PC_ACT,SA,LM-UN-M-LE25,AT,2015-11,11.8,Austria
PC_ACT,SA,LM-UN-M-LE25,BE,2015-11,26.4,Belgium
PC_ACT,SA,LM-UN-M-LE25,BG,2015-11,19.2,Bulgaria
PC_ACT,SA,LM-UN-M-LE25,CY,2015-11,31.7,Cyprus
PC_ACT,SA,LM-UN-M-LE25,CZ,2015-11,9,Czech Republic
PC_ACT,SA,LM-UN-M-LE25,DE,2015-11,7.7,Germany
PC_ACT,SA,LM-UN-M-LE25,DK,2015-11,12.1,Denmark
PC_ACT,SA,LM-UN-M-LE25,EE,2015-11,16.5,Estonia
PC_ACT,SA,LM-UN-M-LE25,EL,2015-11,43.7,Greece
PC_ACT,SA,LM-UN-M-LE25,ES,2015-11,45.5,Spain
PC_ACT,SA,LM-UN-M-LE25,FI,2015-11,24.3,Finland
PC_ACT,SA,LM-UN-M-LE25,FR,2015-11,26.1,France
PC_ACT,SA,LM-UN-M-LE25,HR,2015-11,35.9,Croatia
PC_ACT,SA,LM-UN-M-LE25,HU,2015-11,16.4,Hungary
PC_ACT,SA,LM-UN-M-LE25,IE,2015-11,23.3,Ireland
PC_ACT,SA,LM-UN-M-LE25,IT,2015-11,38.2,Italy
PC_ACT,SA,LM-UN-M-LE25,LT,2015-11,13.4,Lithuania
PC_ACT,SA,LM-UN-M-LE25,LU,2015-11,17.6,Luxembourg
PC_ACT,SA,LM-UN-M-LE25,LV,2015-11,23.9,Latvia
PC_ACT,SA,LM-UN-M-LE25,MT,2015-11,12.9,Malta
PC_ACT,SA,LM-UN-M-LE25,NL,2015-11,11.2,Netherlands
PC_ACT,SA,LM-UN-M-LE25,PL,2015-11,20.4,Poland
PC_ACT,SA,LM-UN-M-LE25,PT,2015-11,31.4,Portugal
PC_ACT,SA,LM-UN-M-LE25,RO,2015-11,19.4,Romania
PC_ACT,SA,LM-UN-M-LE25,SE,2015-11,18.9,Sweden
PC_ACT,SA,LM-UN-M-LE25,SI,2015-11,19.4,Slovenia
PC_ACT,SA,LM-UN-M-LE25,SK,2015-11,23.6,Slovakia
PC_ACT,SA,LM-UN-M-LE25,UK,2015-11,14.3,United Kingdom
PC_ACT,SA,LM-UN-M-TOT,AT,2015-11,6.3,Austria
PC_ACT,SA,LM-UN-M-TOT,BE,2015-11,9.2,Belgium
PC_ACT,SA,LM-UN-M-TOT,BG,2015-11,8.2,Bulgaria
PC_ACT,SA,LM-UN-M-TOT,CY,2015-11,13.5,Cyprus
PC_ACT,SA,LM-UN-M-TOT,CZ,2015-11,3.7,Czech Republic
PC_ACT,SA,LM-UN-M-TOT,DE,2015-11,4.7,Germany
PC_ACT,SA,LM-UN-M-TOT,DK,2015-11,5.9,Denmark
PC_ACT,SA,LM-UN-M-TOT,EE,2015-11,6.3,Estonia
PC_ACT,SA,LM-UN-M-TOT,EL,2015-11,21.1,Greece
PC_ACT,SA,LM-UN-M-TOT,ES,2015-11,19.5,Spain
PC_ACT,SA,LM-UN-M-TOT,FI,2015-11,9.9,Finland
PC_ACT,SA,LM-UN-M-TOT,FR,2015-11,10.6,France
PC_ACT,SA,LM-UN-M-TOT,HR,2015-11,14.3,Croatia
PC_ACT,SA,LM-UN-M-TOT,HU,2015-11,6.1,Hungary
PC_ACT,SA,LM-UN-M-TOT,IE,2015-11,10.8,Ireland
PC_ACT,SA,LM-UN-M-TOT,IT,2015-11,10.9,Italy
