"unit","iccs","geo","time","values"
"Number","Robbery","Miesbach",2010-01-01,6
"Number","Robbery","Mühldorf am Inn",2010-01-01,14
"Number","Robbery","München, Landkreis",2010-01-01,43
"Number","Robbery","Neuburg-Schrobenhausen",2010-01-01,10
"Number","Robbery","Pfaffenhofen an der Ilm",2010-01-01,8
"Number","Robbery","Rosenheim, Landkreis",2010-01-01,15
"Number","Robbery","Starnberg",2010-01-01,18
"Number","Robbery","Traunstein",2010-01-01,18
"Number","Robbery","Weilheim-Schongau",2010-01-01,13
"Number","Robbery","Landshut, Kreisfreie Stadt",2010-01-01,43
"Number","Robbery","Passau, Kreisfreie Stadt",2010-01-01,21
"Number","Robbery","Straubing, Kreisfreie Stadt",2010-01-01,19
"Number","Robbery","Deggendorf",2010-01-01,30
"Number","Robbery","Freyung-Grafenau",2010-01-01,5
"Number","Robbery","Kelheim",2010-01-01,8
"Number","Robbery","Landshut, Landkreis",2010-01-01,8
"Number","Robbery","Passau, Landkreis",2010-01-01,21
"Number","Robbery","Regen",2010-01-01,3
"Number","Robbery","Rottal-Inn",2010-01-01,14
"Number","Robbery","Straubing-Bogen",2010-01-01,4
"Number","Robbery","Dingolfing-Landau",2010-01-01,14
"Number","Robbery","Amberg, Kreisfreie Stadt",2010-01-01,21
"Number","Robbery","Regensburg, Kreisfreie Stadt",2010-01-01,74
"Number","Robbery","Weiden in der Oberpfalz, Kreisfreie Stadt",2010-01-01,20
"Number","Robbery","Amberg-Sulzbach",2010-01-01,9
"Number","Robbery","Cham",2010-01-01,10
"Number","Robbery","Neumarkt in der Oberpfalz",2010-01-01,14
"Number","Robbery","Neustadt an der Waldnaab",2010-01-01,4
"Number","Robbery","Regensburg, Landkreis",2010-01-01,25
"Number","Robbery","Schwandorf",2010-01-01,16
"Number","Robbery","Tirschenreuth",2010-01-01,8
"Number","Robbery","Bamberg, Kreisfreie Stadt",2010-01-01,38
"Number","Robbery","Bayreuth, Kreisfreie Stadt",2010-01-01,33
"Number","Robbery","Coburg, Kreisfreie Stadt",2010-01-01,14
"Number","Robbery","Hof, Kreisfreie Stadt",2010-01-01,31
"Number","Robbery","Bamberg, Landkreis",2010-01-01,22
"Number","Robbery","Bayreuth, Landkreis",2010-01-01,4
"Number","Robbery","Coburg, Landkreis",2010-01-01,9
"Number","Robbery","Forchheim",2010-01-01,12
"Number","Robbery","Hof, Landkreis",2010-01-01,14
"Number","Robbery","Kronach",2010-01-01,6
"Number","Robbery","Kulmbach",2010-01-01,8
"Number","Robbery","Lichtenfels",2010-01-01,8
"Number","Robbery","Wunsiedel im Fichtelgebirge",2010-01-01,19
"Number","Robbery","Ansbach, Kreisfreie Stadt",2010-01-01,16
"Number","Robbery","Erlangen, Kreisfreie Stadt",2010-01-01,29
"Number","Robbery","Fürth, Kreisfreie Stadt",2010-01-01,41
"Number","Robbery","Nürnberg, Kreisfreie Stadt",2010-01-01,289
"Number","Robbery","Schwabach, Kreisfreie Stadt",2010-01-01,6
"Number","Robbery","Ansbach, Landkreis",2010-01-01,29
"Number","Robbery","Erlangen-Höchstadt",2010-01-01,15
"Number","Robbery","Fürth, Landkreis",2010-01-01,8
"Number","Robbery","Nürnberger Land",2010-01-01,19
"Number","Robbery","Neustadt an der Aisch-Bad Windsheim",2010-01-01,5
"Number","Robbery","Roth",2010-01-01,2
"Number","Robbery","Weißenburg-Gunzenhausen",2010-01-01,5
"Number","Robbery","Aschaffenburg, Kreisfreie Stadt",2010-01-01,43
"Number","Robbery","Schweinfurt, Kreisfreie Stadt",2010-01-01,36
"Number","Robbery","Würzburg, Kreisfreie Stadt",2010-01-01,52
"Number","Robbery","Aschaffenburg, Landkreis",2010-01-01,15
"Number","Robbery","Bad Kissingen",2010-01-01,7
"Number","Robbery","Rhön-Grabfeld",2010-01-01,6
"Number","Robbery","Haßberge",2010-01-01,5
"Number","Robbery","Kitzingen",2010-01-01,8
"Number","Robbery","Miltenberg",2010-01-01,16
"Number","Robbery","Main-Spessart",2010-01-01,10
"Number","Robbery","Schweinfurt, Landkreis",2010-01-01,5
"Number","Robbery","Würzburg, Landkreis",2010-01-01,11
"Number","Robbery","Augsburg, Kreisfreie Stadt",2010-01-01,149
"Number","Robbery","Kaufbeuren, Kreisfreie Stadt",2010-01-01,8
"Number","Robbery","Kempten (Allgäu), Kreisfreie Stadt",2010-01-01,23
"Number","Robbery","Memmingen, Kreisfreie Stadt",2010-01-01,16
"Number","Robbery","Aichach-Friedberg",2010-01-01,6
"Number","Robbery","Augsburg, Landkreis",2010-01-01,27
"Number","Robbery","Dillingen an der Donau",2010-01-01,17
"Number","Robbery","Günzburg",2010-01-01,23
"Number","Robbery","Neu-Ulm",2010-01-01,36
"Number","Robbery","Lindau (Bodensee)",2010-01-01,10
"Number","Robbery","Ostallgäu",2010-01-01,6
"Number","Robbery","Unterallgäu",2010-01-01,17
"Number","Robbery","Donau-Ries",2010-01-01,12
"Number","Robbery","Oberallgäu",2010-01-01,6
"Number","Robbery","Berlin",2010-01-01,5997
"Number","Robbery","Berlin",2010-01-01,5997
"Number","Robbery","Brandenburg",2010-01-01,1221
"Number","Robbery","Brandenburg an der Havel, Kreisfreie Stadt",2010-01-01,59
"Number","Robbery","Cottbus, Kreisfreie Stadt",2010-01-01,92
"Number","Robbery","Frankfurt (Oder), Kreisfreie Stadt",2010-01-01,58
"Number","Robbery","Potsdam, Kreisfreie Stadt",2010-01-01,107
"Number","Robbery","Barnim",2010-01-01,97
"Number","Robbery","Dahme-Spreewald",2010-01-01,68
"Number","Robbery","Elbe-Elster",2010-01-01,22
"Number","Robbery","Havelland",2010-01-01,83
"Number","Robbery","Märkisch-Oderland",2010-01-01,80
"Number","Robbery","Oberhavel",2010-01-01,78
"Number","Robbery","Oberspreewald-Lausitz",2010-01-01,41
"Number","Robbery","Oder-Spree",2010-01-01,85
"Number","Robbery","Ostprignitz-Ruppin",2010-01-01,41
"Number","Robbery","Potsdam-Mittelmark",2010-01-01,50
"Number","Robbery","Prignitz",2010-01-01,24
"Number","Robbery","Spree-Neiße",2010-01-01,61
"Number","Robbery","Teltow-Fläming",2010-01-01,90
"Number","Robbery","Uckermark",2010-01-01,85
"Number","Robbery","Bremen",2010-01-01,1268
"Number","Robbery","Bremen, Kreisfreie Stadt",2010-01-01,991
"Number","Robbery","Bremerhaven, Kreisfreie Stadt",2010-01-01,277
"Number","Robbery","Hamburg",2010-01-01,2650
"Number","Robbery","Hamburg",2010-01-01,2650
"Number","Robbery","Hessen",2010-01-01,3574
"Number","Robbery","Darmstadt, Kreisfreie Stadt",2010-01-01,108
"Number","Robbery","Frankfurt am Main, Kreisfreie Stadt",2010-01-01,976
"Number","Robbery","Offenbach am Main, Kreisfreie Stadt",2010-01-01,187
"Number","Robbery","Wiesbaden, Kreisfreie Stadt",2010-01-01,372
"Number","Robbery","Bergstraße",2010-01-01,67
"Number","Robbery","Darmstadt-Dieburg",2010-01-01,74
"Number","Robbery","Groß-Gerau",2010-01-01,93
"Number","Robbery","Hochtaunuskreis",2010-01-01,119
"Number","Robbery","Main-Kinzig-Kreis",2010-01-01,185
"Number","Robbery","Main-Taunus-Kreis",2010-01-01,101
"Number","Robbery","Odenwaldkreis",2010-01-01,14
"Number","Robbery","Offenbach, Landkreis",2010-01-01,195
"Number","Robbery","Rheingau-Taunus-Kreis",2010-01-01,65
"Number","Robbery","Wetteraukreis",2010-01-01,100
"Number","Robbery","Gießen, Landkreis",2010-01-01,121
"Number","Robbery","Lahn-Dill-Kreis",2010-01-01,88
"Number","Robbery","Limburg-Weilburg",2010-01-01,68
"Number","Robbery","Marburg-Biedenkopf",2010-01-01,106
"Number","Robbery","Vogelsbergkreis",2010-01-01,15
"Number","Robbery","Kassel, Kreisfreie Stadt",2010-01-01,249
"Number","Robbery","Fulda",2010-01-01,68
"Number","Robbery","Hersfeld-Rotenburg",2010-01-01,44
"Number","Robbery","Kassel, Landkreis",2010-01-01,49
"Number","Robbery","Schwalm-Eder-Kreis",2010-01-01,49
"Number","Robbery","Waldeck-Frankenberg",2010-01-01,34
"Number","Robbery","Werra-Meißner-Kreis",2010-01-01,26
"Number","Robbery","Mecklenburg-Vorpommern",2010-01-01,822
"Number","Robbery","Greifswald, Kreisfreie Stadt (NUTS 2010)",2010-01-01,63
"Number","Robbery","Neubrandenburg, Kreisfreie Stadt (NUTS 2010)",2010-01-01,47
"Number","Robbery","Rostock, Kreisfreie Stadt",2010-01-01,217
"Number","Robbery","Schwerin, Kreisfreie Stadt",2010-01-01,114
"Number","Robbery","Stralsund, Kreisfreie Stadt (NUTS 2010)",2010-01-01,31
"Number","Robbery","Wismar, Kreisfreie Stadt (NUTS 2010)",2010-01-01,42
"Number","Robbery","Bad Doberan (NUTS 2010)",2010-01-01,23
"Number","Robbery","Demmin (NUTS 2010)",2010-01-01,11
"Number","Robbery","Güstrow (NUTS 2010)",2010-01-01,47
"Number","Robbery","Ludwigslust (NUTS 2010)",2010-01-01,38
"Number","Robbery","Mecklenburg-Strelitz (NUTS 2010)",2010-01-01,12
"Number","Robbery","Müritz (NUTS 2010)",2010-01-01,18
"Number","Robbery","Nordvorpommern (NUTS 2010)",2010-01-01,17
"Number","Robbery","Nordwestmecklenburg (NUTS 2010)",2010-01-01,28
"Number","Robbery","Ostvorpommern (NUTS 2010)",2010-01-01,36
"Number","Robbery","Parchim (NUTS 2010)",2010-01-01,38
"Number","Robbery","Rügen (NUTS 2010)",2010-01-01,13
"Number","Robbery","Uecker-Randow (NUTS 2010)",2010-01-01,27
"Number","Robbery","Niedersachsen",2010-01-01,4209
"Number","Robbery","Braunschweig, Kreisfreie Stadt",2010-01-01,173
"Number","Robbery","Salzgitter, Kreisfreie Stadt",2010-01-01,51
"Number","Robbery","Wolfsburg, Kreisfreie Stadt",2010-01-01,96
"Number","Robbery","Gifhorn",2010-01-01,43
"Number","Robbery","Göttingen",2010-01-01,129
"Number","Robbery","Goslar",2010-01-01,58
"Number","Robbery","Helmstedt",2010-01-01,28
"Number","Robbery","Northeim",2010-01-01,45
"Number","Robbery","Osterode am Harz",2010-01-01,24
"Number","Robbery","Peine",2010-01-01,45
"Number","Robbery","Wolfenbüttel",2010-01-01,23
"Number","Robbery","Diepholz",2010-01-01,85
"Number","Robbery","Hameln-Pyrmont",2010-01-01,86
"Number","Robbery","Hildesheim",2010-01-01,181
"Number","Robbery","Holzminden",2010-01-01,28
"Number","Robbery","Nienburg (Weser)",2010-01-01,85
"Number","Robbery","Schaumburg",2010-01-01,70
"Number","Robbery","Region Hannover",2010-01-01,988
"Number","Robbery","Celle",2010-01-01,75
"Number","Robbery","Cuxhaven",2010-01-01,86
"Number","Robbery","Harburg",2010-01-01,99
"Number","Robbery","Lüchow-Dannenberg",2010-01-01,4
"Number","Robbery","Lüneburg, Landkreis",2010-01-01,130
"Number","Robbery","Osterholz",2010-01-01,58
"Number","Robbery","Rotenburg (Wümme)",2010-01-01,55
"Number","Robbery","Heidekreis",2010-01-01,110
"Number","Robbery","Stade",2010-01-01,86
"Number","Robbery","Uelzen",2010-01-01,40
"Number","Robbery","Verden",2010-01-01,105
"Number","Robbery","Delmenhorst, Kreisfreie Stadt",2010-01-01,81
"Number","Robbery","Emden, Kreisfreie Stadt",2010-01-01,30
"Number","Robbery","Oldenburg (Oldenburg), Kreisfreie Stadt",2010-01-01,152
"Number","Robbery","Osnabrück, Kreisfreie Stadt",2010-01-01,204
"Number","Robbery","Wilhelmshaven, Kreisfreie Stadt",2010-01-01,73
"Number","Robbery","Ammerland",2010-01-01,17
"Number","Robbery","Aurich",2010-01-01,61
"Number","Robbery","Cloppenburg",2010-01-01,37
"Number","Robbery","Emsland",2010-01-01,103
"Number","Robbery","Friesland (DE)",2010-01-01,32
"Number","Robbery","Grafschaft Bentheim",2010-01-01,35
"Number","Robbery","Leer",2010-01-01,45
"Number","Robbery","Oldenburg, Landkreis",2010-01-01,49
"Number","Robbery","Osnabrück, Landkreis",2010-01-01,99
"Number","Robbery","Vechta",2010-01-01,46
"Number","Robbery","Wesermarsch",2010-01-01,41
"Number","Robbery","Wittmund",2010-01-01,16
"Number","Robbery","Nordrhein-Westfalen",2010-01-01,14500
"Number","Robbery","Düsseldorf, Kreisfreie Stadt",2010-01-01,904
"Number","Robbery","Duisburg, Kreisfreie Stadt",2010-01-01,494
"Number","Robbery","Essen, Kreisfreie Stadt",2010-01-01,549
"Number","Robbery","Krefeld, Kreisfreie Stadt",2010-01-01,215
"Number","Robbery","Mönchengladbach, Kreisfreie Stadt",2010-01-01,268
"Number","Robbery","Mülheim an der Ruhr, Kreisfreie Stadt",2010-01-01,137
"Number","Robbery","Oberhausen, Kreisfreie Stadt",2010-01-01,231
"Number","Robbery","Remscheid, Kreisfreie Stadt",2010-01-01,51
"Number","Robbery","Solingen, Kreisfreie Stadt",2010-01-01,102
"Number","Robbery","Wuppertal, Kreisfreie Stadt",2010-01-01,317
"Number","Robbery","Kleve",2010-01-01,119
"Number","Robbery","Mettmann",2010-01-01,253
"Number","Robbery","Rhein-Kreis Neuss",2010-01-01,259
"Number","Robbery","Viersen",2010-01-01,122
"Number","Robbery","Wesel",2010-01-01,354
"Number","Robbery","Bonn, Kreisfreie Stadt",2010-01-01,484
"Number","Robbery","Köln, Kreisfreie Stadt",2010-01-01,1623
"Number","Robbery","Leverkusen, Kreisfreie Stadt",2010-01-01,183
"Number","Robbery","Düren",2010-01-01,163
"Number","Robbery","Rhein-Erft-Kreis",2010-01-01,360
"Number","Robbery","Euskirchen",2010-01-01,123
"Number","Robbery","Heinsberg",2010-01-01,113
"Number","Robbery","Oberbergischer Kreis",2010-01-01,95
"Number","Robbery","Rheinisch-Bergischer Kreis",2010-01-01,100
"Number","Robbery","Rhein-Sieg-Kreis",2010-01-01,378
"Number","Robbery","Städteregion Aachen",2010-01-01,601
"Number","Robbery","Bottrop, Kreisfreie Stadt",2010-01-01,83
"Number","Robbery","Gelsenkirchen, Kreisfreie Stadt",2010-01-01,385
"Number","Robbery","Münster, Kreisfreie Stadt",2010-01-01,253
"Number","Robbery","Borken",2010-01-01,159
"Number","Robbery","Coesfeld",2010-01-01,69
"Number","Robbery","Recklinghausen",2010-01-01,533
"Number","Robbery","Steinfurt",2010-01-01,172
"Number","Robbery","Warendorf",2010-01-01,76
"Number","Robbery","Bielefeld, Kreisfreie Stadt",2010-01-01,313
"Number","Robbery","Gütersloh",2010-01-01,154
"Number","Robbery","Herford",2010-01-01,148
"Number","Robbery","Höxter",2010-01-01,30
"Number","Robbery","Lippe",2010-01-01,88
"Number","Robbery","Minden-Lübbecke",2010-01-01,240
"Number","Robbery","Paderborn",2010-01-01,136
"Number","Robbery","Bochum, Kreisfreie Stadt",2010-01-01,436
"Number","Robbery","Dortmund, Kreisfreie Stadt",2010-01-01,1125
"Number","Robbery","Hagen, Kreisfreie Stadt",2010-01-01,179
"Number","Robbery","Hamm, Kreisfreie Stadt",2010-01-01,131
"Number","Robbery","Herne, Kreisfreie Stadt",2010-01-01,154
"Number","Robbery","Ennepe-Ruhr-Kreis",2010-01-01,125
"Number","Robbery","Hochsauerlandkreis",2010-01-01,92
"Number","Robbery","Märkischer Kreis",2010-01-01,250
"Number","Robbery","Olpe",2010-01-01,24
"Number","Robbery","Siegen-Wittgenstein",2010-01-01,96
"Number","Robbery","Soest",2010-01-01,155
"Number","Robbery","Unna",2010-01-01,293
"Number","Robbery","Rheinland-Pfalz",2010-01-01,1562
"Number","Robbery","Koblenz, Kreisfreie Stadt",2010-01-01,93
"Number","Robbery","Ahrweiler",2010-01-01,53
"Number","Robbery","Altenkirchen (Westerwald)",2010-01-01,38
"Number","Robbery","Bad Kreuznach",2010-01-01,53
"Number","Robbery","Birkenfeld",2010-01-01,34
"Number","Robbery","Cochem-Zell",2010-01-01,4
"Number","Robbery","Mayen-Koblenz",2010-01-01,44
"Number","Robbery","Neuwied",2010-01-01,73
"Number","Robbery","Rhein-Hunsrück-Kreis",2010-01-01,29
"Number","Robbery","Rhein-Lahn-Kreis",2010-01-01,20
"Number","Robbery","Westerwaldkreis",2010-01-01,35
"Number","Robbery","Trier, Kreisfreie Stadt",2010-01-01,70
"Number","Robbery","Bernkastel-Wittlich",2010-01-01,20
"Number","Robbery","Eifelkreis Bitburg-Prüm",2010-01-01,11
"Number","Robbery","Vulkaneifel",2010-01-01,10
"Number","Robbery","Trier-Saarburg",2010-01-01,14
"Number","Robbery","Frankenthal (Pfalz), Kreisfreie Stadt",2010-01-01,44
"Number","Robbery","Kaiserslautern, Kreisfreie Stadt",2010-01-01,108
"Number","Robbery","Landau in der Pfalz, Kreisfreie Stadt",2010-01-01,26
"Number","Robbery","Ludwigshafen am Rhein, Kreisfreie Stadt",2010-01-01,139
"Number","Robbery","Mainz, Kreisfreie Stadt",2010-01-01,143
"Number","Robbery","Neustadt an der Weinstraße, Kreisfreie Stadt",2010-01-01,39
"Number","Robbery","Pirmasens, Kreisfreie Stadt",2010-01-01,30
"Number","Robbery","Speyer, Kreisfreie Stadt",2010-01-01,34
"Number","Robbery","Worms, Kreisfreie Stadt",2010-01-01,99
"Number","Robbery","Zweibrücken, Kreisfreie Stadt",2010-01-01,24
"Number","Robbery","Alzey-Worms",2010-01-01,30
"Number","Robbery","Bad Dürkheim",2010-01-01,35
"Number","Robbery","Donnersbergkreis",2010-01-01,21
"Number","Robbery","Germersheim",2010-01-01,42
"Number","Robbery","Kaiserslautern, Landkreis",2010-01-01,34
"Number","Robbery","Kusel",2010-01-01,11
"Number","Robbery","Südliche Weinstraße",2010-01-01,13
"Number","Robbery","Rhein-Pfalz-Kreis",2010-01-01,37
"Number","Robbery","Mainz-Bingen",2010-01-01,45
"Number","Robbery","Südwestpfalz",2010-01-01,5
"Number","Robbery","Saarland",2010-01-01,546
"Number","Robbery","Regionalverband Saarbrücken",2010-01-01,304
"Number","Robbery","Merzig-Wadern",2010-01-01,28
"Number","Robbery","Neunkirchen",2010-01-01,58
"Number","Robbery","Saarlouis",2010-01-01,86
"Number","Robbery","Saarpfalz-Kreis",2010-01-01,52
"Number","Robbery","St. Wendel",2010-01-01,18
"Number","Robbery","Sachsen",2010-01-01,1944
"Number","Robbery","Dresden, Kreisfreie Stadt",2010-01-01,292
"Number","Robbery","Bautzen",2010-01-01,119
"Number","Robbery","Görlitz",2010-01-01,138
"Number","Robbery","Meißen",2010-01-01,93
"Number","Robbery","Sächsische Schweiz-Osterzgebirge",2010-01-01,75
"Number","Robbery","Chemnitz, Kreisfreie Stadt",2010-01-01,130
"Number","Robbery","Erzgebirgskreis",2010-01-01,84
"Number","Robbery","Mittelsachsen",2010-01-01,77
"Number","Robbery","Vogtlandkreis",2010-01-01,89
"Number","Robbery","Zwickau",2010-01-01,111
"Number","Robbery","Leipzig, Kreisfreie Stadt",2010-01-01,578
"Number","Robbery","Leipzig",2010-01-01,102
"Number","Robbery","Nordsachsen",2010-01-01,56
"Number","Robbery","Sachsen-Anhalt",2010-01-01,1350
"Number","Robbery","Dessau-Roßlau, Kreisfreie Stadt",2010-01-01,98
"Number","Robbery","Halle (Saale), Kreisfreie Stadt",2010-01-01,241
"Number","Robbery","Magdeburg, Kreisfreie Stadt",2010-01-01,250
"Number","Robbery","Altmarkkreis Salzwedel",2010-01-01,35
"Number","Robbery","Anhalt-Bitterfeld",2010-01-01,94
"Number","Robbery","Jerichower Land",2010-01-01,41
"Number","Robbery","Börde",2010-01-01,47
"Number","Robbery","Burgenlandkreis (DE)",2010-01-01,90
"Number","Robbery","Harz",2010-01-01,100
"Number","Robbery","Mansfeld-Südharz",2010-01-01,50
"Number","Robbery","Saalekreis",2010-01-01,66
"Number","Robbery","Salzlandkreis",2010-01-01,117
"Number","Robbery","Stendal",2010-01-01,76
"Number","Robbery","Wittenberg",2010-01-01,45
"Number","Robbery","Schleswig-Holstein",2010-01-01,1926
"Number","Robbery","Flensburg, Kreisfreie Stadt",2010-01-01,98
"Number","Robbery","Kiel, Kreisfreie Stadt",2010-01-01,464
"Number","Robbery","Lübeck, Kreisfreie Stadt",2010-01-01,231
"Number","Robbery","Neumünster, Kreisfreie Stadt",2010-01-01,102
"Number","Robbery","Dithmarschen",2010-01-01,48
"Number","Robbery","Herzogtum Lauenburg",2010-01-01,113
"Number","Robbery","Nordfriesland",2010-01-01,43
"Number","Robbery","Ostholstein",2010-01-01,68
"Number","Robbery","Pinneberg",2010-01-01,196
"Number","Robbery","Plön",2010-01-01,33
"Number","Robbery","Rendsburg-Eckernförde",2010-01-01,147
"Number","Robbery","Schleswig-Flensburg",2010-01-01,54
"Number","Robbery","Segeberg",2010-01-01,102
"Number","Robbery","Steinburg",2010-01-01,84
"Number","Robbery","Stormarn",2010-01-01,143
"Number","Robbery","Thüringen",2010-01-01,742
"Number","Robbery","Erfurt, Kreisfreie Stadt",2010-01-01,200
"Number","Robbery","Gera, Kreisfreie Stadt",2010-01-01,49
"Number","Robbery","Jena, Kreisfreie Stadt",2010-01-01,43
"Number","Robbery","Suhl, Kreisfreie Stadt",2010-01-01,20
"Number","Robbery","Weimar, Kreisfreie Stadt",2010-01-01,37
"Number","Robbery","Eichsfeld",2010-01-01,18
"Number","Robbery","Nordhausen",2010-01-01,17
"Number","Robbery","Unstrut-Hainich-Kreis",2010-01-01,48
"Number","Robbery","Kyffhäuserkreis",2010-01-01,11
"Number","Robbery","Schmalkalden-Meiningen",2010-01-01,20
"Number","Robbery","Gotha",2010-01-01,48
"Number","Robbery","Sömmerda",2010-01-01,9
"Number","Robbery","Hildburghausen",2010-01-01,21
"Number","Robbery","Ilm-Kreis",2010-01-01,36
"Number","Robbery","Weimarer Land",2010-01-01,16
"Number","Robbery","Sonneberg",2010-01-01,17
"Number","Robbery","Saalfeld-Rudolstadt",2010-01-01,19
"Number","Robbery","Saale-Holzland-Kreis",2010-01-01,16
"Number","Robbery","Saale-Orla-Kreis",2010-01-01,19
"Number","Robbery","Greiz",2010-01-01,22
"Number","Robbery","Altenburger Land",2010-01-01,21
"Number","Robbery","Eisenach, Kreisfreie Stadt",2010-01-01,24
"Number","Robbery","Wartburgkreis",2010-01-01,11
"Number","Robbery","Denmark",2010-01-01,12802
"Number","Robbery","Danmark",2010-01-01,12802
"Number","Robbery","Hovedstaden",2010-01-01,7623
"Number","Robbery","Byen København",2010-01-01,5838
"Number","Robbery","Københavns omegn",2010-01-01,1223
"Number","Robbery","Nordsjælland",2010-01-01,552
"Number","Robbery","Bornholm",2010-01-01,10
"Number","Robbery","Sjælland",2010-01-01,1127
"Number","Robbery","Østsjælland",2010-01-01,454
"Number","Robbery","Vest- og Sydsjælland",2010-01-01,673
"Number","Robbery","Syddanmark",2010-01-01,1544
"Number","Robbery","Fyn",2010-01-01,677
"Number","Robbery","Sydjylland",2010-01-01,867
"Number","Robbery","Midtjylland",2010-01-01,1799
"Number","Robbery","Vestjylland",2010-01-01,1426
"Number","Robbery","Østjylland",2010-01-01,373
"Number","Robbery","Nordjylland",2010-01-01,593
"Number","Robbery","Nordjylland",2010-01-01,593
"Number","Robbery","Estonia",2010-01-01,599
"Number","Robbery","Tallinn",2010-01-01,308
"Number","Robbery","Greece",2010-01-01,6079
"Number","Robbery","Spain",2010-01-01,84411
"Number","Robbery","Noroeste (ES)",2010-01-01,2449
"Number","Robbery","Galicia",2010-01-01,1440
"Number","Robbery","A Coruña",2010-01-01,629
"Number","Robbery","Lugo",2010-01-01,142
"Number","Robbery","Ourense",2010-01-01,120
"Number","Robbery","Pontevedra",2010-01-01,549
"Number","Robbery","Principado de Asturias",2010-01-01,612
"Number","Robbery","Asturias",2010-01-01,612
"Number","Robbery","Cantabria",2010-01-01,397
"Number","Robbery","Cantabria",2010-01-01,397
"Number","Robbery","Noreste (ES)",2010-01-01,4849
"Number","Robbery","País Vasco",2010-01-01,2791
"Number","Robbery","Araba/Álava",2010-01-01,432
"Number","Robbery","Gipuzkoa",2010-01-01,314
"Number","Robbery","Bizkaia",2010-01-01,2045
"Number","Robbery","Comunidad Foral de Navarra",2010-01-01,218
"Number","Robbery","Navarra",2010-01-01,218
"Number","Robbery","La Rioja",2010-01-01,220
"Number","Robbery","La Rioja",2010-01-01,220
"Number","Robbery","Aragón",2010-01-01,1620
"Number","Robbery","Huesca",2010-01-01,65
"Number","Robbery","Teruel",2010-01-01,24
"Number","Robbery","Zaragoza",2010-01-01,1531
"Number","Robbery","Comunidad de Madrid",2010-01-01,20832
"Number","Robbery","Comunidad de Madrid",2010-01-01,20832
"Number","Robbery","Madrid",2010-01-01,20832
"Number","Robbery","Centro (ES)",2010-01-01,2982
"Number","Robbery","Castilla y León",2010-01-01,1321
"Number","Robbery","Ávila",2010-01-01,68
"Number","Robbery","Burgos",2010-01-01,222
"Number","Robbery","León",2010-01-01,318
"Number","Robbery","Palencia",2010-01-01,72
"Number","Robbery","Salamanca",2010-01-01,175
"Number","Robbery","Segovia",2010-01-01,69
"Number","Robbery","Soria",2010-01-01,34
"Number","Robbery","Valladolid",2010-01-01,301
"Number","Robbery","Zamora",2010-01-01,62
"Number","Robbery","Castilla-la Mancha",2010-01-01,1220
"Number","Robbery","Albacete",2010-01-01,346
"Number","Robbery","Ciudad Real",2010-01-01,258
"Number","Robbery","Cuenca",2010-01-01,84
"Number","Robbery","Guadalajara",2010-01-01,134
"Number","Robbery","Toledo",2010-01-01,398
"Number","Robbery","Extremadura",2010-01-01,441
"Number","Robbery","Badajoz",2010-01-01,343
"Number","Robbery","Cáceres",2010-01-01,98
"Number","Robbery","Este (ES)",2010-01-01,37015
"Number","Robbery","Cataluña",2010-01-01,25154
"Number","Robbery","Barcelona",2010-01-01,22250
"Number","Robbery","Girona",2010-01-01,943
"Number","Robbery","Lleida",2010-01-01,528
"Number","Robbery","Tarragona",2010-01-01,1433
"Number","Robbery","Comunidad Valenciana",2010-01-01,10385
"Number","Robbery","Alicante / Alacant",2010-01-01,3307
"Number","Robbery","Castellón / Castelló",2010-01-01,733
"Number","Robbery","Valencia / València",2010-01-01,6345
"Number","Robbery","Illes Balears",2010-01-01,1476
"Number","Robbery","Eivissa, Formentera",2010-01-01,207
"Number","Robbery","Mallorca",2010-01-01,1236
"Number","Robbery","Menorca",2010-01-01,33
"Number","Robbery","Sur (ES)",2010-01-01,14158
"Number","Robbery","Andalucía",2010-01-01,12194
"Number","Robbery","Almería",2010-01-01,1050
"Number","Robbery","Cádiz",2010-01-01,1117
"Number","Robbery","Córdoba",2010-01-01,810
"Number","Robbery","Granada",2010-01-01,1487
"Number","Robbery","Huelva",2010-01-01,491
"Number","Robbery","Jaén",2010-01-01,517
"Number","Robbery","Málaga",2010-01-01,2799
"Number","Robbery","Sevilla",2010-01-01,3923
"Number","Robbery","Región de Murcia",2010-01-01,1581
"Number","Robbery","Murcia",2010-01-01,1581
"Number","Robbery","Ciudad Autónoma de Ceuta (ES)",2010-01-01,189
"Number","Robbery","Ceuta (ES)",2010-01-01,189
"Number","Robbery","Ciudad Autónoma de Melilla (ES)",2010-01-01,194
"Number","Robbery","Melilla (ES)",2010-01-01,194
"Number","Robbery","Canarias (ES)",2010-01-01,1944
"Number","Robbery","Canarias (ES)",2010-01-01,1944
"Number","Robbery","El Hierro",2010-01-01,0
"Number","Robbery","Fuerteventura",2010-01-01,68
"Number","Robbery","Gran Canaria",2010-01-01,927
"Number","Robbery","La Gomera",2010-01-01,2
"Number","Robbery","La Palma",2010-01-01,14
"Number","Robbery","Lanzarote",2010-01-01,119
"Number","Robbery","Tenerife",2010-01-01,814
"Number","Robbery","Not regionalised / Unknown NUTS 3",2010-01-01,5
"Number","Robbery","Extra-Regio NUTS 3",2010-01-01,177
"Number","Robbery","Finland",2010-01-01,1508
"Number","Robbery","Manner-Suomi",2010-01-01,1483
"Number","Robbery","Länsi-Suomi",2010-01-01,261
